"time","ax","ay","az","a_mag"
6.302547970E-1,2.636890650E0,7.788637877E-1,9.000003815E0,9.410626428E0
6.327247970E-1,2.842673302E0,7.549355626E-1,8.918647766E0,9.391112670E0
6.351947970E-1,3.101098061E0,7.262216806E-1,8.784051895E0,9.343648902E0
6.376647970E-1,3.397808075E0,6.783652306E-1,8.693124771E0,9.358188788E0
6.401602650E-1,3.695116282E0,6.448656917E-1,8.645268440E0,9.423927127E0
6.426928700E-1,3.929612875E0,6.065805554E-1,8.611768723E0,9.485375999E0
6.452254740E-1,4.178466320E0,6.209374666E-1,8.592626572E0,9.574882533E0
6.477580780E-1,4.408177376E0,6.352944374E-1,8.549555779E0,9.640048278E0
6.502906820E-1,4.494318962E0,6.687939167E-1,8.472985268E0,9.614450977E0
6.528356820E-1,4.508676052E0,7.262216806E-1,8.324629784E0,9.494999669E0
6.553806820E-1,4.532604218E0,8.027920127E-1,8.286344528E0,9.479054892E0
6.579256820E-1,4.446462631E0,9.032905698E-1,8.214560509E0,9.384346974E0
6.604706820E-1,4.384249210E0,9.272187948E-1,8.109275818E0,9.265081226E0
6.630156820E-1,4.283750534E0,1.032503009E0,8.013563156E0,9.145150385E0
6.655606820E-1,4.020540237E0,1.185643673E0,7.970492363E0,9.005511825E0
6.681056820E-1,3.843471289E0,1.334596872E0,8.018348694E0,8.991514674E0
6.706506820E-1,3.752544165E0,1.459023595E0,8.056633949E0,9.006646887E0
6.731956820E-1,3.699902058E0,1.578664780E0,8.032705307E0,8.983641370E0
6.757406820E-1,3.752544165E0,1.679163337E0,8.037490845E0,9.027869976E0
6.782856820E-1,3.800400496E0,1.741376638E0,8.075776100E0,9.093601934E0
6.808306820E-1,3.622733593E0,1.865803480E0,8.104490280E0,9.071283482E0
6.833756820E-1,3.373879910E0,2.018944025E0,8.075776100E0,8.982057684E0
6.859206820E-1,3.249453068E0,2.100300074E0,8.013563156E0,8.898730252E0
6.884656820E-1,3.158525944E0,2.114656925E0,7.965706348E0,8.826128125E0
6.910106820E-1,3.187239647E0,2.028515339E0,7.846065521E0,8.708278545E0
6.935556820E-1,3.335594654E0,1.784447432E0,7.802994728E0,8.671630242E0
6.961006820E-1,3.656831264E0,1.425524116E0,7.740182877E0,8.678419491E0
6.986456820E-1,3.920041800E0,1.022931695E0,7.735397339E0,8.732095336E0
7.011906820E-1,4.307679176E0,5.730810165E-1,7.682755470E0,8.826621854E0
7.037356820E-1,4.657031059E0,1.178465188E-1,7.634898663E0,8.943908747E0
7.062806820E-1,4.949553490E0,-2.697907388E-1,7.606184959E0,9.078816907E0
7.088256820E-1,5.298905849E0,-7.148557901E-1,7.601399422E0,9.293583548E0
7.113706820E-1,5.624329567E0,-1.098305583E0,7.577471256E0,9.500390985E0
7.138406820E-1,5.998208046E0,-1.452443361E0,7.520043373E0,9.728265201E0
7.163469320E-1,6.299703598E0,-1.715653777E0,7.424330235E0,9.886880840E0
7.188808380E-1,6.457630157E0,-1.874178290E0,7.381259441E0,9.984814593E0
7.214147450E-1,6.610770702E0,-1.969891191E0,7.295117855E0,1.003999527E1
7.239486510E-1,6.582056999E0,-1.912463546E0,7.319046497E0,1.002743401E1
7.264825570E-1,6.486343861E0,-1.864607096E0,7.271189690E0,9.920666097E0
7.290164630E-1,6.385845661E0,-1.782652855E0,7.309474945E0,9.868399059E0
7.315503170E-1,6.199205399E0,-1.643869162E0,7.433901787E0,9.818113320E0
7.340953170E-1,5.988636971E0,-1.490728498E0,7.548757076E0,9.750373204E0
7.366403170E-1,5.730212212E0,-1.323230863E0,7.596613884E0,9.607019018E0
7.391853170E-1,5.399404526E0,-1.064806104E0,7.639684677E0,9.415527773E0
7.417303170E-1,5.097908497E0,-8.685946465E-1,7.615756035E0,9.205588937E0
7.442753170E-1,4.772484779E0,-6.000002623E-1,7.587042332E0,8.983308000E0
7.468203170E-1,4.479962349E0,-2.697907388E-1,7.548757076E0,8.782174166E0
7.493653170E-1,4.255036831E0,-9.272187948E-2,7.510472298E0,8.632562187E0
7.519103170E-1,4.039682865E0,4.606183618E-2,7.376473904E0,8.410322621E0
7.544553170E-1,3.900899172E0,1.944168359E-1,7.266404152E0,8.249572204E0
7.570003170E-1,3.781257868E0,3.433700502E-1,7.208976269E0,8.147708445E0
7.595453170E-1,3.766901016E0,4.103690982E-1,7.089335442E0,8.038446558E0
7.620903170E-1,3.819543123E0,3.864408433E-1,6.926623344E0,7.919365956E0
7.646353170E-1,3.896113396E0,3.720839322E-1,6.811768055E0,7.856101456E0
7.671803170E-1,4.073182583E0,2.763710022E-1,6.826124668E0,7.953815139E0
7.697253170E-1,4.365106583E0,1.082752272E-1,6.840481758E0,8.115298496E0
7.722703170E-1,4.724628448E0,-1.310070455E-1,6.864409924E0,8.334230644E0
7.748153170E-1,5.131408215E0,-4.181457460E-1,6.950551510E0,8.649645219E0
7.773603170E-1,5.528616905E0,-7.968099117E-1,7.027122021E0,8.976689524E0
7.799053170E-1,5.921638012E0,-1.122233868E0,7.108478069E0,9.319638730E0
7.824503170E-1,6.371488571E0,-1.366301775E0,7.146762848E0,9.671549326E0
7.849953170E-1,6.855436802E0,-1.634297848E0,7.151548862E0,1.004054751E1
7.875403170E-1,7.243073940E0,-1.845464468E0,7.041478634E0,1.026889870E1
7.900853170E-1,7.582854748E0,-1.989033818E0,6.921837807E0,1.045790516E1
7.926303170E-1,7.870592117E0,-2.070389748E0,6.826124668E0,1.062208605E1
7.951753170E-1,8.109873772E0,-2.146960020E0,6.715456963E0,1.074601564E1
7.977203170E-1,8.310871124E0,-2.213959217E0,6.648457527E0,1.087079490E1
8.002653170E-1,8.459226608E0,-2.252244234E0,6.586244106E0,1.095489527E1
8.028103170E-1,8.502297401E0,-2.314457655E0,6.514459610E0,1.095828268E1
8.053553170E-1,8.502297401E0,-2.357528448E0,6.476174355E0,1.094476294E1
8.079003170E-1,8.497511864E0,-2.300100803E0,6.533602238E0,1.096294348E1
8.104453170E-1,8.368298531E0,-2.257030010E0,6.528816700E0,1.085117746E1
8.129903170E-1,8.205587387E0,-2.170888424E0,6.528816700E0,1.070840177E1
8.155353170E-1,8.028517723E0,-2.017747641E0,6.600601196E0,1.058755583E1
8.180803170E-1,7.880163193E0,-1.845464468E0,6.658029079E0,1.048007931E1
8.206253170E-1,7.659425259E0,-1.615155339E0,6.701099873E0,1.030438070E1
8.231703170E-1,7.396214962E0,-1.347159147E0,6.783053875E0,1.012564336E1
